page_id,section_number,section_title,label,url,relativePath,padded,parentID,parent_title
555107,1.4,Comparing WeBWorK to other formats,1.4: Comparing WeBWorK to other formats,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/01%3A_Introduction/1.04%3A_Comparing_WeBWorK_to_other_formats,/01%3A_Introduction/1.04%3A_Comparing_WeBWorK_to_other_formats,1.04%3A_Comparing_WeBWorK_to_other_formats,488650,1: Introduction
555734,1.5,Common_terms_and_names,1.5: Common_terms_and_names,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/01%3A_Introduction/1.05%3A_Common_terms_and_names,/01%3A_Introduction/1.05%3A_Common_terms_and_names,1.05%3A_Common_terms_and_names,488650,1: Introduction
555187,1.6,Quickstart- Edit Your First Problem,1.6: Quickstart- Edit Your First Problem,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/01%3A_Introduction/1.06%3A_Quickstart-_Edit_Your_First_Problem,/01%3A_Introduction/1.06%3A_Quickstart-_Edit_Your_First_Problem,1.06%3A_Quickstart-_Edit_Your_First_Problem,488650,1: Introduction
488655,2,Problem Generation (PG),2: Problem Generation (PG),https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/02%3A_Problem_Generation_(PG),/02%3A_Problem_Generation_(PG),02%3A_Problem_Generation_(PG),483324,Writing Automated Questions using WeBWork in ADAPT
488656,2.1,Introduction to PG Language,2.1: Introduction to PG Language,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/02%3A_Problem_Generation_(PG)/2.01%3A_Introduction_to_PG_Language,/02%3A_Problem_Generation_(PG)/2.01%3A_Introduction_to_PG_Language,2.01%3A_Introduction_to_PG_Language,488655,2: Problem Generation (PG)
488657,2.2,PG Problem Files with a .pg file extension,2.2: PG Problem Files with a .pg file extension,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/02%3A_Problem_Generation_(PG)/2.02%3A_PG_Problem_Files_with_a_.pg_file_extension,/02%3A_Problem_Generation_(PG)/2.02%3A_PG_Problem_Files_with_a_.pg_file_extension,2.02%3A_PG_Problem_Files_with_a_.pg_file_extension,488655,2: Problem Generation (PG)
488658,2.3,Sections within a PG question,2.3: Sections within a PG question,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/02%3A_Problem_Generation_(PG)/2.03%3A_Sections_within_a_PG_question,/02%3A_Problem_Generation_(PG)/2.03%3A_Sections_within_a_PG_question,2.03%3A_Sections_within_a_PG_question,488655,2: Problem Generation (PG)
488659,2.4,Common PG Macros,2.4: Common PG Macros,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/02%3A_Problem_Generation_(PG)/2.04%3A_Common_PG_Macros,/02%3A_Problem_Generation_(PG)/2.04%3A_Common_PG_Macros,2.04%3A_Common_PG_Macros,488655,2: Problem Generation (PG)
555742,2.5,Legacy PG and deprecated patterns,2.5: Legacy PG and deprecated patterns,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/02%3A_Problem_Generation_(PG)/2.05%3A_Legacy_PG_and_deprecated_patterns,/02%3A_Problem_Generation_(PG)/2.05%3A_Legacy_PG_and_deprecated_patterns,2.05%3A_Legacy_PG_and_deprecated_patterns,488655,2: Problem Generation (PG)
488660,3,PGML (PG Markup Language),3: PGML (PG Markup Language),https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/03%3A_PGML_(PG_Markup_Language),/03%3A_PGML_(PG_Markup_Language),03%3A_PGML_(PG_Markup_Language),483324,Writing Automated Questions using WeBWork in ADAPT
555703,3.1,Introduction_to_PGML,3.1: Introduction_to_PGML,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/03%3A_PGML_(PG_Markup_Language)/3.01%3A_Introduction_to_PGML,/03%3A_PGML_(PG_Markup_Language)/3.01%3A_Introduction_to_PGML,3.01%3A_Introduction_to_PGML,488660,3: PGML (PG Markup Language)
555704,3.2,Answer_blanks_and_answers,3.2: Answer_blanks_and_answers,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/03%3A_PGML_(PG_Markup_Language)/3.02%3A_Answer_blanks_and_answers,/03%3A_PGML_(PG_Markup_Language)/3.02%3A_Answer_blanks_and_answers,3.02%3A_Answer_blanks_and_answers,488660,3: PGML (PG Markup Language)
555705,3.3,Lists_and_workflows,3.3: Lists_and_workflows,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/03%3A_PGML_(PG_Markup_Language)/3.03%3A_Lists_and_workflows,/03%3A_PGML_(PG_Markup_Language)/3.03%3A_Lists_and_workflows,3.03%3A_Lists_and_workflows,488660,3: PGML (PG Markup Language)
555706,3.4,Tables_and_structured_data,3.4: Tables_and_structured_data,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/03%3A_PGML_(PG_Markup_Language)/3.04%3A_Tables_and_structured_data,/03%3A_PGML_(PG_Markup_Language)/3.04%3A_Tables_and_structured_data,3.04%3A_Tables_and_structured_data,488660,3: PGML (PG Markup Language)
555707,3.5,Layout_controls,3.5: Layout_controls,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/03%3A_PGML_(PG_Markup_Language)/3.05%3A_Layout_controls,/03%3A_PGML_(PG_Markup_Language)/3.05%3A_Layout_controls,3.05%3A_Layout_controls,488660,3: PGML (PG Markup Language)
555708,3.6,Command_substitution_and_inserts,3.6: Command_substitution_and_inserts,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/03%3A_PGML_(PG_Markup_Language)/3.06%3A_Command_substitution_and_inserts,/03%3A_PGML_(PG_Markup_Language)/3.06%3A_Command_substitution_and_inserts,3.06%3A_Command_substitution_and_inserts,488660,3: PGML (PG Markup Language)
488661,4,Breaking Down the Components of a WeBWorK Problem,4: Breaking Down the Components of a WeBWorK Problem,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem,/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem,04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem,483324,Writing Automated Questions using WeBWork in ADAPT
555709,4.1,Full file,4.1: Full file,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.01%3A_Full_file,/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.01%3A_Full_file,4.01%3A_Full_file,488661,4: Breaking Down the Components of a WeBWorK Problem
555710,4.2,Preamble,4.2: Preamble,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.02%3A_Preamble,/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.02%3A_Preamble,4.02%3A_Preamble,488661,4: Breaking Down the Components of a WeBWorK Problem
555711,4.3,Setup,4.3: Setup,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.03%3A_Setup,/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.03%3A_Setup,4.03%3A_Setup,488661,4: Breaking Down the Components of a WeBWorK Problem
555712,4.4,Statement,4.4: Statement,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.04%3A_Statement,/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.04%3A_Statement,4.04%3A_Statement,488661,4: Breaking Down the Components of a WeBWorK Problem
555713,4.5,Solutions,4.5: Solutions,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.05%3A_Solutions,/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.05%3A_Solutions,4.05%3A_Solutions,488661,4: Breaking Down the Components of a WeBWorK Problem
555741,4.6,Putting It All Together,4.6: Putting It All Together,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.06%3A_Putting_It_All_Together,/04%3A_Breaking_Down_the_Components_of_a_WeBWorK_Problem/4.06%3A_Putting_It_All_Together,4.06%3A_Putting_It_All_Together,488661,4: Breaking Down the Components of a WeBWorK Problem
488662,5,Different Question Types in WeBWorK,5: Different Question Types in WeBWorK,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/05%3A_Different_Question_Types_in_WeBWorK,/05%3A_Different_Question_Types_in_WeBWorK,05%3A_Different_Question_Types_in_WeBWorK,483324,Writing Automated Questions using WeBWork in ADAPT
555714,5.1,New Page,5.1: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/05%3A_Different_Question_Types_in_WeBWorK/5.01%3A_New_Page,/05%3A_Different_Question_Types_in_WeBWorK/5.01%3A_New_Page,5.01%3A_New_Page,488662,5: Different Question Types in WeBWorK
555715,5.2,New Page,5.2: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/05%3A_Different_Question_Types_in_WeBWorK/5.02%3A_New_Page,/05%3A_Different_Question_Types_in_WeBWorK/5.02%3A_New_Page,5.02%3A_New_Page,488662,5: Different Question Types in WeBWorK
555716,5.3,New Page,5.3: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/05%3A_Different_Question_Types_in_WeBWorK/5.03%3A_New_Page,/05%3A_Different_Question_Types_in_WeBWorK/5.03%3A_New_Page,5.03%3A_New_Page,488662,5: Different Question Types in WeBWorK
555717,5.4,New Page,5.4: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/05%3A_Different_Question_Types_in_WeBWorK/5.04%3A_New_Page,/05%3A_Different_Question_Types_in_WeBWorK/5.04%3A_New_Page,5.04%3A_New_Page,488662,5: Different Question Types in WeBWorK
555718,5.5,New Page,5.5: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/05%3A_Different_Question_Types_in_WeBWorK/5.05%3A_New_Page,/05%3A_Different_Question_Types_in_WeBWorK/5.05%3A_New_Page,5.05%3A_New_Page,488662,5: Different Question Types in WeBWorK
555719,5.6,New Page,5.6: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/05%3A_Different_Question_Types_in_WeBWorK/5.06%3A_New_Page,/05%3A_Different_Question_Types_in_WeBWorK/5.06%3A_New_Page,5.06%3A_New_Page,488662,5: Different Question Types in WeBWorK
555720,5.7,New Page,5.7: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/05%3A_Different_Question_Types_in_WeBWorK/5.07%3A_New_Page,/05%3A_Different_Question_Types_in_WeBWorK/5.07%3A_New_Page,5.07%3A_New_Page,488662,5: Different Question Types in WeBWorK
555721,5.8,New Page,5.8: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/05%3A_Different_Question_Types_in_WeBWorK/5.08%3A_New_Page,/05%3A_Different_Question_Types_in_WeBWorK/5.08%3A_New_Page,5.08%3A_New_Page,488662,5: Different Question Types in WeBWorK
555722,5.9,New Page,5.9: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/05%3A_Different_Question_Types_in_WeBWorK/5.09%3A_New_Page,/05%3A_Different_Question_Types_in_WeBWorK/5.09%3A_New_Page,5.09%3A_New_Page,488662,5: Different Question Types in WeBWorK
488663,6,Subject-Specific Applications in WeBWorK,6: Subject-Specific Applications in WeBWorK,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/06%3A_Subject-Specific_Applications_in_WeBWorK,/06%3A_Subject-Specific_Applications_in_WeBWorK,06%3A_Subject-Specific_Applications_in_WeBWorK,483324,Writing Automated Questions using WeBWork in ADAPT
555723,6.1,New Page,6.1: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/06%3A_Subject-Specific_Applications_in_WeBWorK/6.01%3A_New_Page,/06%3A_Subject-Specific_Applications_in_WeBWorK/6.01%3A_New_Page,6.01%3A_New_Page,488663,6: Subject-Specific Applications in WeBWorK
555724,6.2,New Page,6.2: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/06%3A_Subject-Specific_Applications_in_WeBWorK/6.02%3A_New_Page,/06%3A_Subject-Specific_Applications_in_WeBWorK/6.02%3A_New_Page,6.02%3A_New_Page,488663,6: Subject-Specific Applications in WeBWorK
555725,6.3,New Page,6.3: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/06%3A_Subject-Specific_Applications_in_WeBWorK/6.03%3A_New_Page,/06%3A_Subject-Specific_Applications_in_WeBWorK/6.03%3A_New_Page,6.03%3A_New_Page,488663,6: Subject-Specific Applications in WeBWorK
555726,6.4,New Page,6.4: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/06%3A_Subject-Specific_Applications_in_WeBWorK/6.04%3A_New_Page,/06%3A_Subject-Specific_Applications_in_WeBWorK/6.04%3A_New_Page,6.04%3A_New_Page,488663,6: Subject-Specific Applications in WeBWorK
555727,6.5,New Page,6.5: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/06%3A_Subject-Specific_Applications_in_WeBWorK/6.05%3A_New_Page,/06%3A_Subject-Specific_Applications_in_WeBWorK/6.05%3A_New_Page,6.05%3A_New_Page,488663,6: Subject-Specific Applications in WeBWorK
555728,6.6,New Page,6.6: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/06%3A_Subject-Specific_Applications_in_WeBWorK/6.06%3A_New_Page,/06%3A_Subject-Specific_Applications_in_WeBWorK/6.06%3A_New_Page,6.06%3A_New_Page,488663,6: Subject-Specific Applications in WeBWorK
555729,6.7,New Page,6.7: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/06%3A_Subject-Specific_Applications_in_WeBWorK/6.07%3A_New_Page,/06%3A_Subject-Specific_Applications_in_WeBWorK/6.07%3A_New_Page,6.07%3A_New_Page,488663,6: Subject-Specific Applications in WeBWorK
555730,6.8,New Page,6.8: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/06%3A_Subject-Specific_Applications_in_WeBWorK/6.08%3A_New_Page,/06%3A_Subject-Specific_Applications_in_WeBWorK/6.08%3A_New_Page,6.08%3A_New_Page,488663,6: Subject-Specific Applications in WeBWorK
555731,7,Local Testing with webwork-pg-renderer,7: Local Testing with webwork-pg-renderer,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/07%3A_Local_Testing_with_webwork-pg-renderer,/07%3A_Local_Testing_with_webwork-pg-renderer,07%3A_Local_Testing_with_webwork-pg-renderer,483324,Writing Automated Questions using WeBWork in ADAPT
555732,7.1,New Page,7.1: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/07%3A_Local_Testing_with_webwork-pg-renderer/7.01%3A_New_Page,/07%3A_Local_Testing_with_webwork-pg-renderer/7.01%3A_New_Page,7.01%3A_New_Page,555731,7: Local Testing with webwork-pg-renderer
555733,7.2,New Page,7.2: New Page,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/07%3A_Local_Testing_with_webwork-pg-renderer/7.02%3A_New_Page,/07%3A_Local_Testing_with_webwork-pg-renderer/7.02%3A_New_Page,7.02%3A_New_Page,555731,7: Local Testing with webwork-pg-renderer
483331,,Back Matter,Back Matter,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/zz%3A_Back_Matter,/zz%3A_Back_Matter,zz%3A_Back_Matter,483324,Writing Automated Questions using WeBWork in ADAPT
483332,10,Index,10:_Index,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/zz%3A_Back_Matter/10%3A_Index,/zz%3A_Back_Matter/10%3A_Index,10%3A_Index,483331,Back Matter
483333,20,Glossary,20:_Glossary,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/zz%3A_Back_Matter/20%3A_Glossary,/zz%3A_Back_Matter/20%3A_Glossary,20%3A_Glossary,483331,Back Matter
483334,,Detailed Licensing,Detailed Licensing,https://chem.libretexts.org/Workbench/Writing_Automated_Questions_using_WeBWork_in_ADAPT/zz%3A_Back_Matter/21%3A_Detailed_Licensing,/zz%3A_Back_Matter/21%3A_Detailed_Licensing,21%3A_Detailed_Licensing,483331,Back Matter
